,Model,Seed nodes,Inf_Threshold,Graph_size,FG_infection,SG_infection,Density,40% Diffusion,60% Diffusion,80% Diffusion
0,ICM,0.1,0.1,386,0.08160621761658031,0.09585492227979274,0.012381400982437252,50.5,50.5,50.5
1,ICM,0.1,0.2,386,0.19689119170984457,0.14248704663212436,0.012381400982437252,50.5,50.5,50.5
2,ICM,0.1,0.30000000000000004,386,0.26813471502590674,0.2538860103626943,0.012381400982437252,2.0,50.5,50.5
3,ICM,0.1,0.4,386,0.344559585492228,0.33549222797927464,0.012381400982437252,1.5,3.0,50.5
4,ICM,0.2,0.1,386,0.15803108808290156,0.16839378238341968,0.012381400982437252,50.5,50.5,50.5
5,ICM,0.2,0.2,386,0.2655440414507772,0.21761658031088082,0.012381400982437252,1.0,50.5,50.5
6,ICM,0.2,0.30000000000000004,386,0.32642487046632124,0.3018134715025907,0.012381400982437252,1.0,1.5,50.5
7,ICM,0.2,0.4,386,0.40414507772020725,0.35621761658031087,0.012381400982437252,0.5,1.0,50.5
8,ICM,0.30000000000000004,0.1,386,0.22150259067357514,0.18911917098445596,0.012381400982437252,1.0,50.5,50.5
9,ICM,0.30000000000000004,0.2,386,0.2927461139896373,0.27331606217616583,0.012381400982437252,0.5,2.0,50.5
10,ICM,0.30000000000000004,0.30000000000000004,386,0.3626943005181347,0.35233160621761656,0.012381400982437252,0.5,1.0,50.5
11,ICM,0.30000000000000004,0.4,386,0.4028497409326425,0.3860103626943005,0.012381400982437252,0.5,0.5,1.5
12,ICM,0.4,0.1,386,0.27461139896373055,0.2538860103626943,0.012381400982437252,0.5,50.5,50.5
13,ICM,0.4,0.2,386,0.3329015544041451,0.31088082901554404,0.012381400982437252,0.5,0.5,50.5
14,ICM,0.4,0.30000000000000004,386,0.3898963730569948,0.37694300518134716,0.012381400982437252,0.5,0.5,50.5
15,ICM,0.4,0.4,386,0.43134715025906734,0.422279792746114,0.012381400982437252,0.5,0.5,1.0
