,Model,Seed nodes,Inf_Threshold,Graph_size,FG_infection,SG_infection,Density,40% Diffusion,60% Diffusion,80% Diffusion
0,ICM,0.1,0.1,1891,0.058699101004759384,0.08328926493918562,0.0009787380490712061,50.5,50.5,50.5
1,ICM,0.1,0.2,1891,0.07958751983077737,0.10999471179270227,0.0009787380490712061,50.5,50.5,50.5
2,ICM,0.1,0.30000000000000004,1891,0.09862506610259122,0.1329984135378107,0.0009787380490712061,50.5,50.5,50.5
3,ICM,0.1,0.4,1891,0.11845584346906399,0.16234796404019036,0.0009787380490712061,50.5,50.5,50.5
4,ICM,0.2,0.1,1891,0.12215758857747223,0.12797461660497092,0.0009787380490712061,50.5,50.5,50.5
5,ICM,0.2,0.2,1891,0.1488630354309889,0.1493918561607615,0.0009787380490712061,50.5,50.5,50.5
6,ICM,0.2,0.30000000000000004,1891,0.16684294024325755,0.18878900052882072,0.0009787380490712061,50.5,50.5,50.5
7,ICM,0.2,0.4,1891,0.19592808038075094,0.2236911686938128,0.0009787380490712061,1.5,50.5,50.5
8,ICM,0.30000000000000004,0.1,1891,0.17292437863564253,0.16895822316234796,0.0009787380490712061,50.5,50.5,50.5
9,ICM,0.30000000000000004,0.2,1891,0.2025383395029085,0.201216287678477,0.0009787380490712061,50.5,50.5,50.5
10,ICM,0.30000000000000004,0.30000000000000004,1891,0.2318878900052882,0.2297726070861978,0.0009787380490712061,1.0,50.5,50.5
11,ICM,0.30000000000000004,0.4,1891,0.26282390269698575,0.27472236911686937,0.0009787380490712061,0.5,50.5,50.5
12,ICM,0.4,0.1,1891,0.22051824431517716,0.2157588577472237,0.0009787380490712061,0.5,50.5,50.5
13,ICM,0.4,0.2,1891,0.25594923320994184,0.2453728186144897,0.0009787380490712061,0.5,50.5,50.5
14,ICM,0.4,0.30000000000000004,1891,0.27895293495505025,0.2749867794817557,0.0009787380490712061,0.5,50.5,50.5
15,ICM,0.4,0.4,1891,0.3114754098360656,0.31755684822845054,0.0009787380490712061,0.5,1.0,50.5
