,Model,Seed nodes,Inf_Threshold,Graph_size,FG_infection,SG_infection,Density,40% Diffusion,60% Diffusion,80% Diffusion
0,ICM,0.1,0.1,522,0.07279693486590039,0.09003831417624521,0.008780638471551173,50.5,50.5,50.5
1,ICM,0.1,0.2,522,0.19444444444444445,0.16091954022988506,0.008780638471551173,50.5,50.5,50.5
2,ICM,0.1,0.30000000000000004,522,0.2653256704980843,0.24042145593869732,0.008780638471551173,2.0,50.5,50.5
3,ICM,0.1,0.4,522,0.31513409961685823,0.2672413793103448,0.008780638471551173,1.0,2.0,50.5
4,ICM,0.2,0.1,522,0.16187739463601533,0.15229885057471265,0.008780638471551173,50.5,50.5,50.5
5,ICM,0.2,0.2,522,0.23084291187739464,0.2222222222222222,0.008780638471551173,1.0,50.5,50.5
6,ICM,0.2,0.30000000000000004,522,0.3103448275862069,0.3007662835249042,0.008780638471551173,0.5,1.5,50.5
7,ICM,0.2,0.4,522,0.342911877394636,0.3314176245210728,0.008780638471551173,1.0,1.5,50.5
8,ICM,0.30000000000000004,0.1,522,0.2260536398467433,0.20977011494252873,0.008780638471551173,1.0,50.5,50.5
9,ICM,0.30000000000000004,0.2,522,0.2768199233716475,0.2777777777777778,0.008780638471551173,0.5,50.5,50.5
10,ICM,0.30000000000000004,0.30000000000000004,522,0.3390804597701149,0.33620689655172414,0.008780638471551173,0.5,1.0,50.5
11,ICM,0.30000000000000004,0.4,522,0.4061302681992337,0.3936781609195402,0.008780638471551173,0.5,1.0,2.0
12,ICM,0.4,0.1,522,0.2796934865900383,0.23659003831417624,0.008780638471551173,0.5,50.5,50.5
13,ICM,0.4,0.2,522,0.31513409961685823,0.3275862068965517,0.008780638471551173,0.5,1.0,50.5
14,ICM,0.4,0.30000000000000004,522,0.3783524904214559,0.3457854406130268,0.008780638471551173,0.5,0.5,50.5
15,ICM,0.4,0.4,522,0.4128352490421456,0.3994252873563218,0.008780638471551173,0.5,0.5,1.5
