,Model,Seed nodes,Inf_Threshold,Graph_size,FG_infection,SG_infection,Density,40% Diffusion,60% Diffusion,80% Diffusion
0,ICM,0.1,0.1,11211,0.22397645169922398,0.20261350459370261,0.001871887167017929,1.5,50.5,50.5
1,ICM,0.1,0.2,11211,0.31442333422531443,0.2614842565337615,0.001871887167017929,1.0,2.0,50.5
2,ICM,0.1,0.30000000000000004,11211,0.36892337882436893,0.32026581036482027,0.001871887167017929,1.0,1.5,50.5
3,ICM,0.1,0.4,11211,0.4107572919454108,0.35688163410935686,0.001871887167017929,0.5,1.0,2.0
4,ICM,0.2,0.1,11211,0.26973508161626975,0.22553741860672555,0.001871887167017929,1.0,50.5,50.5
5,ICM,0.2,0.2,11211,0.3406475782713406,0.28387298189278387,0.001871887167017929,0.5,1.0,50.5
6,ICM,0.2,0.30000000000000004,11211,0.39287307109089287,0.32923022031932925,0.001871887167017929,0.5,1.0,50.5
7,ICM,0.2,0.4,11211,0.42467219694942465,0.3707073410043707,0.001871887167017929,0.5,1.0,1.5
8,ICM,0.30000000000000004,0.1,11211,0.3018464008563018,0.2546606011952547,0.001871887167017929,0.5,1.5,50.5
9,ICM,0.30000000000000004,0.2,11211,0.36642583177236643,0.30224779234680227,0.001871887167017929,0.5,1.0,50.5
10,ICM,0.30000000000000004,0.30000000000000004,11211,0.40848274016590846,0.34265453572384263,0.001871887167017929,0.5,0.5,1.5
11,ICM,0.30000000000000004,0.4,11211,0.43814111140843814,0.37904736419587903,0.001871887167017929,0.5,0.5,1.0
12,ICM,0.4,0.1,11211,0.3346713049683347,0.2891356703237891,0.001871887167017929,0.5,1.0,50.5
13,ICM,0.4,0.2,11211,0.3906877174203907,0.3359200784943359,0.001871887167017929,0.5,0.5,50.5
14,ICM,0.4,0.30000000000000004,11211,0.4227098385514227,0.3746320578003746,0.001871887167017929,0.5,0.5,1.0
15,ICM,0.4,0.4,11211,0.4459013468914459,0.4035322451164035,0.001871887167017929,0.5,0.5,1.0
