,Model,Seed nodes,Inf_Threshold,Graph_size,FG_infection,SG_infection,Density,40% Diffusion,60% Diffusion,80% Diffusion
0,ICM,0.1,0.1,5421,0.32835270245342185,0.3878435712968087,0.039123104014659404,0.5,1.0,50.5
1,ICM,0.1,0.2,5421,0.3516878804648589,0.3957756871425936,0.039123104014659404,0.5,0.5,50.5
2,ICM,0.1,0.30000000000000004,5421,0.37317838037262496,0.4081350304371887,0.039123104014659404,0.5,0.5,50.5
3,ICM,0.1,0.4,5421,0.39061058845231506,0.4162516140933407,0.039123104014659404,0.5,0.5,50.5
4,ICM,0.2,0.1,5421,0.35159564655967535,0.3955912193322265,0.039123104014659404,0.5,0.5,50.5
5,ICM,0.2,0.2,5421,0.3632171186128021,0.40518354547131524,0.039123104014659404,0.5,0.5,50.5
6,ICM,0.2,0.30000000000000004,5421,0.3876591034864416,0.41514480723113817,0.039123104014659404,0.5,0.5,50.5
7,ICM,0.2,0.4,5421,0.4047223759453975,0.42298468917173954,0.039123104014659404,0.5,0.5,1.0
8,ICM,0.30000000000000004,0.1,5421,0.36524626452684006,0.4079505626268216,0.039123104014659404,0.5,0.5,50.5
9,ICM,0.30000000000000004,0.2,5421,0.3857221914775872,0.4129311935067331,0.039123104014659404,0.5,0.5,50.5
10,ICM,0.30000000000000004,0.30000000000000004,5421,0.40047961630695444,0.4240914960339421,0.039123104014659404,0.5,0.5,1.0
11,ICM,0.30000000000000004,0.4,5421,0.4180040582918281,0.4314702084486257,0.039123104014659404,0.5,0.5,1.0
12,ICM,0.4,0.1,5421,0.38904261206419477,0.4184652278177458,0.039123104014659404,0.5,0.5,50.5
13,ICM,0.4,0.2,5421,0.39928057553956836,0.42335362479247374,0.039123104014659404,0.5,0.5,1.0
14,ICM,0.4,0.30000000000000004,5421,0.41606714628297364,0.4304556354916067,0.039123104014659404,0.5,0.5,1.0
15,ICM,0.4,0.4,5421,0.42584394023242944,0.4374654122855562,0.039123104014659404,0.5,0.5,1.0
