,Model,Seed nodes,Inf_Threshold,Graph_size,FG_infection,SG_infection,Density,40% Diffusion,60% Diffusion,80% Diffusion
0,ICM,0.1,0.1,459,0.18736383442265794,0.15359477124183007,0.01932243057339384,50.5,50.5,50.5
1,ICM,0.1,0.2,459,0.33986928104575165,0.2559912854030501,0.01932243057339384,1.0,1.5,50.5
2,ICM,0.1,0.30000000000000004,459,0.3877995642701525,0.3289760348583878,0.01932243057339384,1.0,1.0,2.5
3,ICM,0.1,0.4,459,0.4444444444444444,0.3954248366013072,0.01932243057339384,1.0,1.0,1.5
4,ICM,0.2,0.1,459,0.25054466230936817,0.18736383442265794,0.01932243057339384,1.0,50.5,50.5
5,ICM,0.2,0.2,459,0.3420479302832244,0.2657952069716776,0.01932243057339384,1.0,1.0,50.5
6,ICM,0.2,0.30000000000000004,459,0.4084967320261438,0.3572984749455338,0.01932243057339384,0.5,1.0,1.5
7,ICM,0.2,0.4,459,0.42592592592592593,0.4008714596949891,0.01932243057339384,0.5,1.0,1.0
8,ICM,0.30000000000000004,0.1,459,0.2690631808278867,0.23529411764705882,0.01932243057339384,0.5,50.5,50.5
9,ICM,0.30000000000000004,0.2,459,0.37145969498910675,0.3159041394335512,0.01932243057339384,0.5,1.0,50.5
10,ICM,0.30000000000000004,0.30000000000000004,459,0.42919389978213507,0.32788671023965144,0.01932243057339384,0.5,0.5,1.0
11,ICM,0.30000000000000004,0.4,459,0.4542483660130719,0.39869281045751637,0.01932243057339384,0.5,0.5,1.0
12,ICM,0.4,0.1,459,0.32679738562091504,0.2821350762527233,0.01932243057339384,0.5,50.5,50.5
13,ICM,0.4,0.2,459,0.39106753812636164,0.3355119825708061,0.01932243057339384,0.5,0.5,50.5
14,ICM,0.4,0.30000000000000004,459,0.42374727668845313,0.40522875816993464,0.01932243057339384,0.5,0.5,1.0
15,ICM,0.4,0.4,459,0.45751633986928103,0.42592592592592593,0.01932243057339384,0.5,0.5,1.0
